Sponsor Name,Sponsor Number,Site Name,Site Number,SiteId,Claim Date,Claim Status,Site Classification,Site Type,Brk Type,Free Eligible Students,Rdc Eligible Students,Paid Eligible Students,Total Eligible Students,Total Milk Enrollment,Afterschool Snack Participation,ASP Jul,ASP Aug,ASP Sep,ASP Oct,ASP Nov,ASP Dec,ASP Jan,ASP Feb,ASP Mar,ASP Apr,ASP May,ASP Jun,SSO Snk Participation,Lunch Operating Days,ADP Lunch,Breakfast Operating Days,ADP SNB,ADP Brk,Snack Operating Days,ADP Low Snack,ADP High Snack,SSO Operating Days,ADP SSO Lunch,ADP SSO SNB,ADP SSO Brk,ADP SSO Snk,Milk Operating Days,ADP Milk,Free Lunches,Rdc Lunches,Paid Lunches,Total Lunches (No SSO),Free Breakfasts,Rdc Breakfasts,Paid Breakfasts,Total Brk (No SSO),Free Snack,Rdc Snack,Paid Snack,Total Snacks (No SSO),SSO Lunches,SSO Breakfasts,SSO Snack,Special Milk,Free Lunch Amt,Rdc Lunch Amt,Paid Lunch Amt,SSO Lunch Amt,Free Breakfast Amt,Rdc Breakfast Amt,Paid Breakfast Amt,SSO Breakfast Amt,Free Snack Amt,Rdc Snack Amt,Paid Snack Amt,SSO Snack Amt,Special Milk Amt,FFVP Amt,SubTotal,SSO Liquor Tax,NSLP Liquor Tax,Total Liquor Tax,Total Reimbursement,
ALPINE SCHOOL DISTRICT,01,CHERRY HILL ELEMENTARY, 01-118,1006,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,20,102,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,1030,0,0,0.0000,0.0000,0.0000,8768.8425,0.0000,0.0000,0.0000,2536.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,11305.2175,1726.3500,0.0000,1726.3500,13031.5675,
ALPINE SCHOOL DISTRICT,01,CLEAR CREEK CAMP, 01-806,1257,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0.0000,0.0000,0.0000,4740.6150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,4740.6150,933.3000,0.0000,933.3000,5673.9150,
ALPINE SCHOOL DISTRICT,01,FOX HOLLOW ELEMENTARY, 01-126,1214,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,95,0,0,0.0000,0.0000,0.0000,1195.9475,0.0000,0.0000,0.0000,233.9375,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,1429.8850,235.4500,0.0000,235.4500,1665.3350,
ALPINE SCHOOL DISTRICT,01,GREENWOOD ELEMENTARY, 01-132,1001,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,134,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,1029,0,0,0.0000,0.0000,0.0000,10374.9525,0.0000,0.0000,0.0000,2533.9125,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,12908.8650,2042.5500,0.0000,2042.5500,14951.4150,
ALPINE SCHOOL DISTRICT,01,MOUNTAIN VIEW HIGH SCHOOL, 01-711,1007,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,10,224,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,966,0,0,0.0000,0.0000,0.0000,9671.2000,0.0000,0.0000,0.0000,2378.7750,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,12049.9750,1904.0000,0.0000,1904.0000,13953.9750,
ALPINE SCHOOL DISTRICT,01,OREM JR HIGH, 01-414,1245,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,
ALPINE SCHOOL DISTRICT,01,SHARON ELEMENTARY, 01-168,1002,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,97,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,875,0,0,0.0000,0.0000,0.0000,7503.8150,0.0000,0.0000,0.0000,2154.6875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,9658.5025,1477.3000,0.0000,1477.3000,11135.8025,
ALPINE SCHOOL DISTRICT,01,VINEYARD ELEMENTARY, 01-177,1237,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,2,123,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,81,0,0,0.0000,0.0000,0.0000,1057.7875,0.0000,0.0000,0.0000,199.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,1257.2500,208.2500,0.0000,208.2500,1465.5000,
ALPINE SCHOOL DISTRICT,01,WESTMORE ELEMENTARY, 01-178,1004,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,108,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,820,0,0,0.0000,0.0000,0.0000,8397.5375,0.0000,0.0000,0.0000,2019.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,10416.7875,1653.2500,0.0000,1653.2500,12070.0375,
ALPINE SCHOOL DISTRICT,01,WINDSOR ELEMENTARY, 01-182,1005,7/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,20,100,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1027,0,0,0.0000,0.0000,0.0000,8673.8575,0.0000,0.0000,0.0000,2528.9875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,11202.8450,1707.6500,0.0000,1707.6500,12910.4950,
ALPINE SCHOOL DISTRICT,01,ALPINE ELEMENTARY, 01-104,1200,8/1/2021,Paid,Regular School,Public,,44,7,603,654,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,346,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,638,0,0,0.0000,0.0000,0.0000,16410.8175,0.0000,0.0000,0.0000,1571.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,17981.8925,3230.8500,0.0000,3230.8500,21212.7425,
ALPINE SCHOOL DISTRICT,01,AMERICAN FORK HIGH, 01-704,1249,8/1/2021,Paid,Regular School,Public,,218,61,2135,2414,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,613,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6748,1223,0,0,0.0000,0.0000,0.0000,29134.4900,0.0000,0.0000,0.0000,3011.6375,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,32146.1275,5735.8000,0.0000,5735.8000,37881.9275,
ALPINE SCHOOL DISTRICT,01,AMERICAN FORK JR HIGH, 01-404,1239,8/1/2021,Paid,Regular School,Public,,384,66,1665,2115,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,851,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9363,1132,0,0,0.0000,0.0000,0.0000,40424.7525,0.0000,0.0000,0.0000,2787.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,43212.3025,7958.5500,0.0000,7958.5500,51170.8525,
ALPINE SCHOOL DISTRICT,01,ASPEN ELEMENTARY, 01-105,1201,8/1/2021,Paid,Regular School,Public,,68,7,301,376,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,212,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,487,0,0,0.0000,0.0000,0.0000,10055.4575,0.0000,0.0000,0.0000,1199.2375,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,11254.6950,1979.6500,0.0000,1979.6500,13234.3450,
ALPINE SCHOOL DISTRICT,01,BARRATT ELEMENTARY, 01-106,1202,8/1/2021,Paid,Regular School,Public,,76,25,460,561,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,330,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634,680,0,0,0.0000,0.0000,0.0000,15689.7950,0.0000,0.0000,0.0000,1674.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,17364.2950,3088.9000,0.0000,3088.9000,20453.1950,
ALPINE SCHOOL DISTRICT,01,BELMONT ELEMENTARY, 01-114,6139,8/1/2021,Paid,Regular School,Public,,149,21,839,1009,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,494,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5429,1204,0,0,0.0000,0.0000,0.0000,23439.7075,0.0000,0.0000,0.0000,2964.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,26404.5575,4614.6500,0.0000,4614.6500,31019.2075,
ALPINE SCHOOL DISTRICT,01,BLACK RIDGE ELEMENTARY, 01-115,5776,8/1/2021,Paid,Regular School,Public,,86,29,1090,1205,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,727,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7995,2134,0,0,0.0000,0.0000,0.0000,34518.4125,0.0000,0.0000,0.0000,5254.9750,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,39773.3875,6795.7500,0.0000,6795.7500,46569.1375,
ALPINE SCHOOL DISTRICT,01,BONNEVILLE ELEMENTARY, 01-107,1203,8/1/2021,Paid,Regular School,Public,,157,63,327,547,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,333,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,653,0,0,0.0000,0.0000,0.0000,15827.9550,0.0000,0.0000,0.0000,1608.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,17435.9675,3116.1000,0.0000,3116.1000,20552.0675,
ALPINE SCHOOL DISTRICT,01,BROOKHAVEN ELEMENTARY, 01-203,6140,8/1/2021,Paid,Regular School,Public,,83,49,850,982,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,558,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141,1950,0,0,0.0000,0.0000,0.0000,26513.7675,0.0000,0.0000,0.0000,4801.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,31315.6425,5219.8500,0.0000,5219.8500,36535.4925,
ALPINE SCHOOL DISTRICT,01,CANYON VIEW JR HIGH, 01-405,1240,8/1/2021,Paid,Regular School,Public,,407,99,818,1324,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,12,612,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7349,1133,0,0,0.0000,0.0000,0.0000,31729.3075,0.0000,0.0000,0.0000,2790.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,34519.3200,6246.6500,0.0000,6246.6500,40765.9700,
ALPINE SCHOOL DISTRICT,01,CASCADE ELEMENTARY, 01-108,1204,8/1/2021,Paid,Regular School,Public,,135,31,569,735,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,432,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747,1035,0,0,0.0000,0.0000,0.0000,20495.1725,0.0000,0.0000,0.0000,2548.6875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,23043.8600,4034.9500,0.0000,4034.9500,27078.8100,
ALPINE SCHOOL DISTRICT,01,CEDAR RIDGE ELEMENTARY, 01-111,1205,8/1/2021,Paid,Regular School,Public,,67,14,648,729,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,336,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3695,432,0,0,0.0000,0.0000,0.0000,15953.1625,0.0000,0.0000,0.0000,1063.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,17016.9625,3140.7500,0.0000,3140.7500,20157.7125,
ALPINE SCHOOL DISTRICT,01,CEDAR VALLEY ELEMENTARY, 01-112,1206,8/1/2021,Paid,Regular School,Public,,10,12,81,103,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,74,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,305,0,0,0.0000,0.0000,0.0000,3527.3975,0.0000,0.0000,0.0000,751.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,4278.4600,694.4500,0.0000,694.4500,4972.9100,
ALPINE SCHOOL DISTRICT,01,CEDAR VALLEY HIGH, 01-721,6252,8/1/2021,Paid,Regular School,Public,,322,144,2199,2665,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,1423,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15651,2164,0,0,0.0000,0.0000,0.0000,67573.1925,0.0000,0.0000,0.0000,5328.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,72902.0425,13303.3500,0.0000,13303.3500,86205.3925,
ALPINE SCHOOL DISTRICT,01,CENTENNIAL ELEMENTARY, 01-226,6251,8/1/2021,Paid,Regular School,Public,,161,53,537,751,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,410,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,1029,0,0,0.0000,0.0000,0.0000,19450.3375,0.0000,0.0000,0.0000,2533.9125,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,21984.2500,3829.2500,0.0000,3829.2500,25813.5000,
ALPINE SCHOOL DISTRICT,01,CENTRAL ELEMENTARY, 01-116,1207,8/1/2021,Paid,Regular School,Public,,145,45,352,542,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,293,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222,569,0,0,0.0000,0.0000,0.0000,13910.9850,0.0000,0.0000,0.0000,1401.1625,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,15312.1475,2738.7000,0.0000,2738.7000,18050.8475,
ALPINE SCHOOL DISTRICT,01,CHERRY HILL ELEMENTARY, 01-118,1006,8/1/2021,Paid,Regular School,Public,,297,65,374,736,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,438,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4818,821,0,0,0.0000,0.0000,0.0000,20801.7150,0.0000,0.0000,0.0000,2021.7125,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,22823.4275,4095.3000,0.0000,4095.3000,26918.7275,
ALPINE SCHOOL DISTRICT,01,CLEAR CREEK CAMP, 01-806,1257,8/1/2021,Paid,Regular School,Public,,0,0,0,0,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0.0000,0.0000,0.0000,1049.1525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,1049.1525,206.5500,0.0000,206.5500,1255.7025,
ALPINE SCHOOL DISTRICT,01,DAN W PETERSON SCHOOL, 01-840,1256,8/1/2021,Paid,Regular School,Public,,94,5,155,254,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,
ALPINE SCHOOL DISTRICT,01,DEERFIELD ELEMENTARY, 01-119,1208,8/1/2021,Paid,Regular School,Public,,44,14,553,611,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,296,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,802,0,0,0.0000,0.0000,0.0000,14044.8275,0.0000,0.0000,0.0000,1974.9250,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,16019.7525,2765.0500,0.0000,2765.0500,18784.8025,
ALPINE SCHOOL DISTRICT,01,DRY CREEK ELEMENTARY, 01-183,5777,8/1/2021,Paid,Regular School,Public,,94,31,965,1090,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,610,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6707,1827,0,0,0.0000,0.0000,0.0000,28957.4725,0.0000,0.0000,0.0000,4498.9875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,33456.4600,5700.9500,0.0000,5700.9500,39157.4100,
ALPINE SCHOOL DISTRICT,01,EAGLE VALLEY ELEMENTARY, 01-121,1210,8/1/2021,Paid,Regular School,Public,,175,92,648,915,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,521,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5727,1562,0,0,0.0000,0.0000,0.0000,24726.3225,0.0000,0.0000,0.0000,3846.4250,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,28572.7475,4867.9500,0.0000,4867.9500,33440.6975,
ALPINE SCHOOL DISTRICT,01,EAGLECREST ELEMENTARY, 01-120,1209,8/1/2021,Paid,Regular School,Public,,83,9,802,894,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,377,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,399,0,0,0.0000,0.0000,0.0000,17883.0850,0.0000,0.0000,0.0000,982.5375,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,18865.6225,3520.7000,0.0000,3520.7000,22386.3225,
ALPINE SCHOOL DISTRICT,01,FOOTHILL ELEMENTARY, 01-123,1211,8/1/2021,Paid,Regular School,Public,,77,23,494,594,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,300,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303,688,0,0,0.0000,0.0000,0.0000,14260.7025,0.0000,0.0000,0.0000,1694.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,15954.9025,2807.5500,0.0000,2807.5500,18762.4525,
ALPINE SCHOOL DISTRICT,01,FORBES ELEMENTARY, 01-124,1212,8/1/2021,Paid,Regular School,Public,,96,33,279,408,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,272,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,803,0,0,0.0000,0.0000,0.0000,12939.5475,0.0000,0.0000,0.0000,1977.3875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,14916.9350,2547.4500,0.0000,2547.4500,17464.3850,
ALPINE SCHOOL DISTRICT,01,FOX HOLLOW ELEMENTARY, 01-126,1214,8/1/2021,Paid,Regular School,Public,,77,19,696,792,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,11,394,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,394,0,0,0.0000,0.0000,0.0000,18712.0450,0.0000,0.0000,0.0000,970.2250,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,19682.2700,3683.9000,0.0000,3683.9000,23366.1700,
